data,estado,arrecadacao
2006-10-01,RS,1530.743936
2006-10-01,SC,814.97815
2006-10-01,SE,65.375041
2006-10-01,SP,14029.568265
2006-10-01,TO,30.578311
2006-11-01,AC,11.727315
2006-11-01,AL,59.246026
2006-11-01,AM,411.424929
2006-11-01,AP,15.939899
2006-11-01,BA,591.289244
2006-11-01,CE,373.369274
2006-11-01,DF,3506.980094
2006-11-01,ES,591.115756
2006-11-01,GO,234.986834
2006-11-01,MA,157.198282
2006-11-01,MG,1759.412345
2006-11-01,MS,82.85692
2006-11-01,MT,105.96121
2006-11-01,PA,147.158361
2006-11-01,PB,70.652467
2006-11-01,PE,396.948753
2006-11-01,PI,43.122145
2006-11-01,PR,1218.678423
2006-11-01,RJ,4783.324711
2006-11-01,RN,78.604321
2006-11-01,RO,52.382505
2006-11-01,RR,8.943331
2006-11-01,RS,1425.649529
2006-11-01,SC,699.833245
2006-11-01,SE,50.160654
2006-11-01,SP,13053.857739
2006-11-01,TO,52.685696
2006-12-01,AC,16.734651
2006-12-01,AL,56.631626
2006-12-01,AM,476.141059
2006-12-01,AP,10.986016
2006-12-01,BA,815.434044
2006-12-01,CE,347.367143
2006-12-01,DF,3851.486879
2006-12-01,ES,557.60143
2006-12-01,GO,318.08685
2006-12-01,MA,125.916463
2006-12-01,MG,1772.697738
2006-12-01,MS,90.291566
2006-12-01,MT,109.461268
2006-12-01,PA,182.735372
2006-12-01,PB,74.857605
2006-12-01,PE,421.177961
2006-12-01,PI,50.554188
2006-12-01,PR,1642.101391
2006-12-01,RJ,7152.996869
2006-12-01,RN,83.041996
2006-12-01,RO,37.37939
2006-12-01,RR,10.724106
2006-12-01,RS,1631.877701
2006-12-01,SC,792.393887
2006-12-01,SE,59.641596
2006-12-01,SP,17404.749282
2006-12-01,TO,24.417021
2007-01-01,AC,17.199689
2007-01-01,AL,66.411273
2007-01-01,AM,420.486273
2007-01-01,AP,15.503369
2007-01-01,BA,736.695202
2007-01-01,CE,309.420168
2007-01-01,DF,3285.557278
2007-01-01,ES,680.52877
2007-01-01,GO,317.473069
2007-01-01,MA,146.315135
2007-01-01,MG,2569.106668
2007-01-01,MS,87.51543
2007-01-01,MT,120.022312
2007-01-01,PA,180.810756
2007-01-01,PB,78.951858
2007-01-01,PE,488.503793
2007-01-01,PI,59.445791
2007-01-01,PR,1606.798662
2007-01-01,RJ,5948.596848
2007-01-01,RN,89.322146
2007-01-01,RO,47.095714
2007-01-01,RR,14.025941
2007-01-01,RS,1726.874729
2007-01-01,SC,870.841472
2007-01-01,SE,77.419048
2007-01-01,SP,15870.649178
2007-01-01,TO,27.281116
2007-02-01,AC,11.364854
2007-02-01,AL,52.347669
2007-02-01,AM,335.172549
2007-02-01,AP,12.740578
2007-02-01,BA,989.325575
2007-02-01,CE,253.648712
2007-02-01,DF,2984.196008
2007-02-01,ES,487.642731
2007-02-01,GO,237.763764
2007-02-01,MA,123.872593
2007-02-01,MG,1649.40076
2007-02-01,MS,80.126654
2007-02-01,MT,98.321268
2007-02-01,PA,154.700766
2007-02-01,PB,65.22988
2007-02-01,PE,361.819633
2007-02-01,PI,42.318471
2007-02-01,PR,1139.847848
2007-02-01,RJ,5960.023611
2007-02-01,RN,67.946014
2007-02-01,RO,43.965658
2007-02-01,RR,8.251999
2007-02-01,RS,1295.074045
2007-02-01,SC,703.477242
2007-02-01,SE,54.319203
2007-02-01,SP,12568.30741
2007-02-01,TO,22.428112
2007-03-01,AC,11.04972
2007-03-01,AL,57.50034
2007-03-01,AM,477.210734
2007-03-01,AP,14.709678
2007-03-01,BA,678.376556
2007-03-01,CE,299.033483
2007-03-01,DF,2886.930637
2007-03-01,ES,535.57769
2007-03-01,GO,235.389757
2007-03-01,MA,111.849312
2007-03-01,MG,1707.083811
2007-03-01,MS,62.373867
2007-03-01,MT,95.600126
2007-03-01,PA,136.542682
2007-03-01,PB,71.65393
2007-03-01,PE,446.770552
2007-03-01,PI,39.22943
2007-03-01,PR,1483.218125
2007-03-01,RJ,5917.359017
2007-03-01,RN,71.683588
2007-03-01,RO,14.729296
2007-03-01,RR,9.087327
2007-03-01,RS,1392.870698
2007-03-01,SC,689.099976
2007-03-01,SE,59.118881
2007-03-01,SP,15309.022067
2007-03-01,TO,24.115031
2007-04-01,AC,15.31737
2007-04-01,AL,73.522916
2007-04-01,AM,481.866691
2007-04-01,AP,16.55956
2007-04-01,BA,636.932536
2007-04-01,CE,311.718695
2007-04-01,DF,3386.932141
2007-04-01,ES,657.063642
2007-04-01,GO,414.724733
2007-04-01,MA,156.33539
2007-04-01,MG,2283.461857
2007-04-01,MS,108.128573
2007-04-01,MT,142.863608
2007-04-01,PA,179.115488
2007-04-01,PB,117.395247
2007-04-01,PE,489.599111
2007-04-01,PI,58.175488
2007-04-01,PR,1689.062516
2007-04-01,RJ,7164.501763
2007-04-01,RN,117.18672
2007-04-01,RO,50.717868
2007-04-01,RR,13.634619
2007-04-01,RS,1759.573268
2007-04-01,SC,981.103151
2007-04-01,SE,79.511047
2007-04-01,SP,15655.532153
2007-04-01,TO,30.242117
2007-05-01,AC,13.461152
2007-05-01,AL,53.741032
2007-05-01,AM,450.611277
2007-05-01,AP,18.849856
2007-05-01,BA,588.324602
2007-05-01,CE,273.129307
2007-05-01,DF,3055.89132
2007-05-01,ES,558.2116
2007-05-01,GO,260.737806
2007-05-01,MA,97.872276
2007-05-01,MG,1770.868533
2007-05-01,MS,87.112356
2007-05-01,MT,121.652543
2007-05-01,PA,158.235099
2007-05-01,PB,70.196473
2007-05-01,PE,415.587784
2007-05-01,PI,43.511549
2007-05-01,PR,1510.039829
2007-05-01,RJ,6708.361454
2007-05-01,RN,84.265687
2007-05-01,RO,52.041655
2007-05-01,RR,11.292318
2007-05-01,RS,1623.581313
2007-05-01,SC,808.788769
2007-05-01,SE,57.367804
2007-05-01,SP,13747.776902
2007-05-01,TO,26.88429
2007-06-01,AC,12.148482
2007-06-01,AL,56.806154
2007-06-01,AM,433.00764
2007-06-01,AP,15.271261
2007-06-01,BA,580.078387
2007-06-01,CE,281.898795
2007-06-01,DF,3546.845931
2007-06-01,ES,568.348167
2007-06-01,GO,288.47215
2007-06-01,MA,148.491081
2007-06-01,MG,1980.379867
2007-06-01,MS,79.21488
2007-06-01,MT,135.564615
2007-06-01,PA,170.590249
2007-06-01,PB,68.779426
2007-06-01,PE,419.987592
2007-06-01,PI,46.684886
2007-06-01,PR,1602.371705
2007-06-01,RJ,6945.674832
2007-06-01,RN,86.184695
2007-06-01,RO,37.274139
2007-06-01,RR,9.732769
2007-06-01,RS,1606.312996
2007-06-01,SC,824.254491
2007-06-01,SE,61.256687
2007-06-01,SP,16175.504758
2007-06-01,TO,25.727717
2007-07-01,AC,14.770511
2007-07-01,AL,60.799012
2007-07-01,AM,433.762391
2007-07-01,AP,15.931644
2007-07-01,BA,639.613312
2007-07-01,CE,320.935475
2007-07-01,DF,3203.966277
2007-07-01,ES,668.917545
2007-07-01,GO,332.904382
2007-07-01,MA,206.778088
2007-07-01,MG,2055.350593
2007-07-01,MS,95.200277
2007-07-01,MT,143.517
2007-07-01,PA,182.782851
2007-07-01,PB,72.962665
2007-07-01,PE,497.127068
2007-07-01,PI,53.843528
2007-07-01,PR,1652.338299
2007-07-01,RJ,6091.126449
2007-07-01,RN,99.670582
2007-07-01,RO,46.675264
2007-07-01,RR,13.847016
2007-07-01,RS,1669.526329
2007-07-01,SC,924.304826
2007-07-01,SE,75.810972
2007-07-01,SP,15840.160477
2007-07-01,TO,29.287008
2007-08-01,AC,13.570513
2007-08-01,AL,54.669072
2007-08-01,AM,427.842359
2007-08-01,AP,15.901482
2007-08-01,BA,791.349835
2007-08-01,CE,384.361419
2007-08-01,DF,3173.344577
2007-08-01,ES,662.023875
2007-08-01,GO,307.240877
2007-08-01,MA,146.390434
2007-08-01,MG,1987.597859
2007-08-01,MS,85.784535
2007-08-01,MT,131.58489
2007-08-01,PA,169.179937
2007-08-01,PB,72.400866
2007-08-01,PE,449.379855
2007-08-01,PI,47.638288
2007-08-01,PR,1488.611646
2007-08-01,RJ,6019.761697
2007-08-01,RN,90.396463
2007-08-01,RO,39.549296
2007-08-01,RR,10.658445
2007-08-01,RS,1562.967491
2007-08-01,SC,858.309575
2007-08-01,SE,58.933931
2007-08-01,SP,15633.869175
2007-08-01,TO,30.109668
2007-09-01,AC,13.316698
2007-09-01,AL,56.121488
2007-09-01,AM,498.762779
2007-09-01,AP,15.195134
2007-09-01,BA,658.725263
2007-09-01,CE,335.551202
2007-09-01,DF,3199.06319
2007-09-01,ES,608.022211
2007-09-01,GO,321.644039
2007-09-01,MA,144.860775
2007-09-01,MG,2229.233136
2007-09-01,MS,93.528377
2007-09-01,MT,140.701935
2007-09-01,PA,188.148794
2007-09-01,PB,73.74771
2007-09-01,PE,447.128747
2007-09-01,PI,49.114214
2007-09-01,PR,1548.897398
2007-09-01,RJ,7080.276615
2007-09-01,RN,83.441785
2007-09-01,RO,40.659166
2007-09-01,RR,11.121521
2007-09-01,RS,1568.09449
2007-09-01,SC,920.538955
2007-09-01,SE,60.875534
2007-09-01,SP,14727.512584
2007-09-01,TO,31.619633
2007-10-01,AC,17.644918
2007-10-01,AL,76.904195
2007-10-01,AM,526.423334
2007-10-01,AP,21.628117
2007-10-01,BA,838.960399
2007-10-01,CE,415.794665
2007-10-01,DF,3345.158291
2007-10-01,ES,765.128791
2007-10-01,GO,388.314946
2007-10-01,MA,150.791071
2007-10-01,MG,2483.434841
2007-10-01,MS,110.95786
2007-10-01,MT,193.083623
2007-10-01,PA,210.405293
2007-10-01,PB,88.759165
2007-10-01,PE,547.775293
2007-10-01,PI,58.41567
2007-10-01,PR,1889.950093
2007-10-01,RJ,6898.211199
2007-10-01,RN,104.707072
2007-10-01,RO,50.278001
2007-10-01,RR,13.533979
2007-10-01,RS,1848.767542
2007-10-01,SC,1085.908708
2007-10-01,SE,72.78088
2007-10-01,SP,16688.805466
2007-10-01,TO,40.353257
2007-11-01,AC,16.892026
2007-11-01,AL,83.923925
2007-11-01,AM,559.126639
2007-11-01,AP,21.818812
2007-11-01,BA,662.966047
2007-11-01,CE,357.930813
2007-11-01,DF,3884.557223
2007-11-01,ES,704.211584
2007-11-01,GO,317.801984
2007-11-01,MA,200.398454
2007-11-01,MG,2132.088756
2007-11-01,MS,124.789346
2007-11-01,MT,133.556056
2007-11-01,PA,175.159302
2007-11-01,PB,85.620931
2007-11-01,PE,484.520023
2007-11-01,PI,55.359092
2007-11-01,PR,1677.59884
2007-11-01,RJ,6331.931372
2007-11-01,RN,92.492169
2007-11-01,RO,43.065007
2007-11-01,RR,12.335506
2007-11-01,RS,1856.922287
2007-11-01,SC,995.399981
2007-11-01,SE,70.792996
2007-11-01,SP,17430.204998
2007-11-01,TO,38.526528
2007-12-01,AC,16.786845
2007-12-01,AL,72.065369
2007-12-01,AM,566.388806
2007-12-01,AP,19.605931
2007-12-01,BA,836.074869
2007-12-01,CE,342.201135
2007-12-01,DF,4904.206665
2007-12-01,ES,684.731065
2007-12-01,GO,360.146425
2007-12-01,MA,140.242472
2007-12-01,MG,2220.961048
2007-12-01,MS,98.410758
2007-12-01,MT,136.21723
2007-12-01,PA,179.381794
2007-12-01,PB,89.887539
2007-12-01,PE,527.689549
2007-12-01,PI,54.419252
2007-12-01,PR,1977.929041
2007-12-01,RJ,7845.081503
2007-12-01,RN,103.797153
2007-12-01,RO,45.019128
2007-12-01,RR,12.864179
2007-12-01,RS,1823.816545
2007-12-01,SC,1003.95492
2007-12-01,SE,73.614017
2007-12-01,SP,19884.976143
2007-12-01,TO,31.450797
2008-01-01,AC,17.71148514
2008-01-01,AL,85.98668642
2008-01-01,AM,577.14843326
2008-01-01,AP,15.677352939999999
2008-01-01,BA,860.92021803
2008-01-01,CE,416.83609268
2008-01-01,DF,2981.5690718299998
2008-01-01,ES,836.70558396
2008-01-01,GO,577.92204752
2008-01-01,MA,134.83004728
2008-01-01,MG,3527.6100153400002
2008-01-01,MS,102.46846122
2008-01-01,MT,192.15946581999998
2008-01-01,PA,216.12983674
2008-01-01,PB,105.80578561
2008-01-01,PE,728.3394556799999
2008-01-01,PI,72.69556281999999
2008-01-01,PR,2226.68029746
2008-01-01,RJ,7487.281027739999
2008-01-01,RN,112.89610403
2008-01-01,RO,79.7532194
2008-01-01,RR,15.57488522
2008-01-01,RS,2110.60841915
2008-01-01,SC,1517.0232855499999
2008-01-01,SE,93.63886229
2008-01-01,SP,20490.81268863
2008-01-01,TO,39.68186407
2008-02-01,AC,11.91294476
2008-02-01,AL,60.62084938
2008-02-01,AM,477.0599771
2008-02-01,AP,19.466202969999998
2008-02-01,BA,775.11685843
2008-02-01,CE,349.83730514999996
2008-02-01,DF,2740.8002051900003
2008-02-01,ES,671.05806987
2008-02-01,GO,312.9833448
2008-02-01,MA,141.76007705
2008-02-01,MG,1687.41501458
2008-02-01,MS,105.08900501000001
2008-02-01,MT,123.39475625
2008-02-01,PA,188.01512628
2008-02-01,PB,74.61658828
2008-02-01,PE,495.74760550999997
2008-02-01,PI,54.33611814
2008-02-01,PR,1436.3763802400001
2008-02-01,RJ,7081.7568863100005
2008-02-01,RN,82.66936579
2008-02-01,RO,39.1721064
2008-02-01,RR,11.18000001
2008-02-01,RS,1569.5071768900002
2008-02-01,SC,902.8009390499999
2008-02-01,SE,73.22303160999999
2008-02-01,SP,14442.85641249
2008-02-01,TO,28.71169705
2008-03-01,AC,12.191426380000001
2008-03-01,AL,62.25552964
2008-03-01,AM,611.2018904700001
2008-03-01,AP,17.08753461
2008-03-01,BA,938.3525789600001
2008-03-01,CE,293.4737473
2008-03-01,DF,2745.88194641
2008-03-01,ES,829.9552255599999
2008-03-01,GO,350.24250158999996
2008-03-01,MA,231.92921128999998
2008-03-01,MG,2363.59867477
2008-03-01,MS,114.2101381
2008-03-01,MT,126.99369825
2008-03-01,PA,165.93187849
2008-03-01,PB,80.23860093
2008-03-01,PE,442.52389941
2008-03-01,PI,48.5912462
2008-03-01,PR,1599.87254633
2008-03-01,RJ,6469.41029495
2008-03-01,RN,84.43525806
2008-03-01,RO,39.5044524
2008-03-01,RR,11.678396339999999
2008-03-01,RS,1548.10043477
2008-03-01,SC,974.25812699
2008-03-01,SE,69.87905852
2008-03-01,SP,16389.29463446
2008-03-01,TO,28.05659143
2008-04-01,AC,17.12930078
2008-04-01,AL,99.98773412999999
2008-04-01,AM,599.3475541399999
2008-04-01,AP,18.74798639
2008-04-01,BA,953.12410029
2008-04-01,CE,387.63586137
2008-04-01,DF,3357.47296305
2008-04-01,ES,829.8387751
2008-04-01,GO,463.69990748000004
2008-04-01,MA,221.63875191999998
2008-04-01,MG,2469.17182406
2008-04-01,MS,145.46971744
2008-04-01,MT,176.30071036
2008-04-01,PA,207.36593939
2008-04-01,PB,118.55668429
2008-04-01,PE,584.4232868099999
2008-04-01,PI,66.98101154
2008-04-01,PR,1915.03338721
2008-04-01,RJ,7694.17861526
2008-04-01,RN,122.04687683
2008-04-01,RO,55.22132848
2008-04-01,RR,19.88187251
2008-04-01,RS,2001.91362035
2008-04-01,SC,1211.9772216099998
2008-04-01,SE,100.12450831
2008-04-01,SP,18372.299961099998
2008-04-01,TO,38.8604403
2008-05-01,AC,14.39026538
2008-05-01,AL,66.58993011
2008-05-01,AM,535.94592548
2008-05-01,AP,15.67667157
2008-05-01,BA,685.87466051
2008-05-01,CE,309.86344263
2008-05-01,DF,2842.11202579
2008-05-01,ES,738.9540568
2008-05-01,GO,391.10037648
2008-05-01,MA,174.89191843
2008-05-01,MG,2150.51780733
2008-05-01,MS,133.99804455
2008-05-01,MT,137.77540840999998
2008-05-01,PA,176.35541528
2008-05-01,PB,85.16661494
2008-05-01,PE,502.94462449
2008-05-01,PI,52.86748704
2008-05-01,PR,1634.5367862
2008-05-01,RJ,6527.9281796800005
2008-05-01,RN,93.94022629000001
2008-05-01,RO,44.22235142
2008-05-01,RR,13.10080812
2008-05-01,RS,1629.6745229
2008-05-01,SC,1012.69996272
2008-05-01,SE,70.95105258
2008-05-01,SP,15302.686744
2008-05-01,TO,30.25334422
2008-06-01,AC,14.08175214
2008-06-01,AL,66.00883549
2008-06-01,AM,621.59692365
2008-06-01,AP,18.52769902
2008-06-01,BA,663.1646709
2008-06-01,CE,331.98246554
2008-06-01,DF,3078.36631101
2008-06-01,ES,766.94488566
2008-06-01,GO,417.45404849
2008-06-01,MA,145.04207746
2008-06-01,MG,2123.09830134
2008-06-01,MS,120.52745218000001
2008-06-01,MT,135.65257273
2008-06-01,PA,191.80965871
2008-06-01,PB,98.96814655
2008-06-01,PE,510.36900879
2008-06-01,PI,57.83619854
2008-06-01,PR,1772.18537232
2008-06-01,RJ,7719.9036377
2008-06-01,RN,110.09460344
2008-06-01,RO,43.90996069
2008-06-01,RR,14.01982527
2008-06-01,RS,1727.7984571099998
2008-06-01,SC,1011.97931591
2008-06-01,SE,73.99439617
2008-06-01,SP,18375.71680863
2008-06-01,TO,40.0450576
2008-07-01,AC,19.40829235
2008-07-01,AL,76.94731879999999
2008-07-01,AM,555.86274674
2008-07-01,AP,21.18457579
2008-07-01,BA,809.7150403200001
2008-07-01,CE,394.55141167
2008-07-01,DF,3384.2785338799995
2008-07-01,ES,958.299979
2008-07-01,GO,483.31094516
2008-07-01,MA,177.14651342
2008-07-01,MG,2731.60032511
2008-07-01,MS,134.60994717
2008-07-01,MT,184.09537406
2008-07-01,PA,202.49727843
2008-07-01,PB,123.17693443
2008-07-01,PE,545.4298185399999
2008-07-01,PI,65.54563147
2008-07-01,PR,1942.7159989000002
2008-07-01,RJ,8573.23031391
2008-07-01,RN,125.22304679999999
2008-07-01,RO,58.50747065
2008-07-01,RR,16.58510329
2008-07-01,RS,2040.45579266
2008-07-01,SC,1147.32612
2008-07-01,SE,85.14400968000001
2008-07-01,SP,17780.45305614
2008-07-01,TO,47.76986176
2008-08-01,AC,15.97904249
2008-08-01,AL,72.45359065000001
2008-08-01,AM,533.88086638
2008-08-01,AP,18.04244835
2008-08-01,BA,673.89638168
2008-08-01,CE,336.82157775999997
2008-08-01,DF,2913.1949681300002
2008-08-01,ES,861.5505788400001
2008-08-01,GO,426.89022519
2008-08-01,MA,199.74199445
2008-08-01,MG,2297.08364022
2008-08-01,MS,121.86570721
2008-08-01,MT,148.07163265
2008-08-01,PA,180.32332162
2008-08-01,PB,94.26235356000001
2008-08-01,PE,535.56887137
2008-08-01,PI,59.39539129
2008-08-01,PR,1803.91462205
2008-08-01,RJ,7845.24322355
2008-08-01,RN,100.52954875
2008-08-01,RO,48.73955764
2008-08-01,RR,13.15895401
2008-08-01,RS,1725.1085780899998
2008-08-01,SC,1112.31077469
2008-08-01,SE,66.77399805
2008-08-01,SP,15723.42954237
2008-08-01,TO,34.684486899999996
2008-09-01,AC,17.3419211
2008-09-01,AL,64.81399642
2008-09-01,AM,619.9540504400001
2008-09-01,AP,21.48884683
2008-09-01,BA,918.62566013
2008-09-01,CE,354.84184898
2008-09-01,DF,2975.26887065
2008-09-01,ES,845.0761385
2008-09-01,GO,506.96732438
2008-09-01,MA,173.90405378
2008-09-01,MG,2394.69253931
2008-09-01,MS,146.27817817
2008-09-01,MT,186.32473918
2008-09-01,PA,189.66524078999998
2008-09-01,PB,95.54653684
2008-09-01,PE,529.4582211000001
2008-09-01,PI,55.45201088
2008-09-01,PR,1852.74373183
2008-09-01,RJ,7988.48582037
2008-09-01,RN,102.03692856
2008-09-01,RO,49.00979968
2008-09-01,RR,14.112644320000001
2008-09-01,RS,1837.49513
2008-09-01,SC,1109.42343166
2008-09-01,SE,70.04546972
2008-09-01,SP,16332.64948814
2008-09-01,TO,36.00645603
2008-10-01,AC,20.5386083
2008-10-01,AL,86.22874162000001
2008-10-01,AM,721.4332186900001
2008-10-01,AP,20.67994712
2008-10-01,BA,933.96559468
2008-10-01,CE,430.62021482
2008-10-01,DF,2934.3810649300003
2008-10-01,ES,995.0220267999999
2008-10-01,GO,470.02774221
2008-10-01,MA,205.93043494999998
2008-10-01,MG,2580.7579646199997
2008-10-01,MS,163.91222779
2008-10-01,MT,191.04414581999998
2008-10-01,PA,226.21335331999998
2008-10-01,PB,115.45877273
2008-10-01,PE,637.9171607100001
2008-10-01,PI,72.79023024
2008-10-01,PR,2084.96875515
2008-10-01,RJ,9582.28773227
2008-10-01,RN,129.5385087
2008-10-01,RO,63.41351125
2008-10-01,RR,17.18023532
2008-10-01,RS,2125.17448659
2008-10-01,SC,1345.0100550999998
2008-10-01,SE,86.00475489
2008-10-01,SP,19314.35294877
2008-10-01,TO,47.43171361
2008-11-01,AC,20.70481075
2008-11-01,AL,67.2994786
2008-11-01,AM,735.4804170399999
2008-11-01,AP,24.264795059999997
2008-11-01,BA,791.9651000299999
2008-11-01,CE,409.33918013
2008-11-01,DF,3714.4385629099997
2008-11-01,ES,835.1388750599999
2008-11-01,GO,347.43865441
2008-11-01,MA,139.88576793000001
2008-11-01,MG,2056.2914036800003
2008-11-01,MS,146.57743324
2008-11-01,MT,156.02757787000002
2008-11-01,PA,217.50922297999998
2008-11-01,PB,107.62574237999999
2008-11-01,PE,595.8591516900001
2008-11-01,PI,66.34819292
2008-11-01,PR,2036.4554748399999
2008-11-01,RJ,6687.24295016
2008-11-01,RN,115.71890428
2008-11-01,RO,52.49083448
2008-11-01,RR,13.66145556
2008-11-01,RS,1845.7326060799999
2008-11-01,SC,1072.52998549
2008-11-01,SE,78.79122856000001
2008-11-01,SP,16189.39886785
2008-11-01,TO,43.48308985
2008-12-01,AC,18.459158440000003
2008-12-01,AL,70.49253797
2008-12-01,AM,545.26352515
2008-12-01,AP,13.83654778
2008-12-01,BA,831.56141374
2008-12-01,CE,416.02230131
2008-12-01,DF,4542.76847688
2008-12-01,ES,904.0785183099999
2008-12-01,GO,409.33817433999997
2008-12-01,MA,176.86250033000002
2008-12-01,MG,1964.08436568
2008-12-01,MS,111.34122765
2008-12-01,MT,147.9444803
2008-12-01,PA,213.14329619999998
2008-12-01,PB,102.81138302
2008-12-01,PE,562.2284776099999
2008-12-01,PI,68.2540935
2008-12-01,PR,1961.7113651900002
2008-12-01,RJ,7111.2386774100005
2008-12-01,RN,107.17668272
2008-12-01,RO,51.816885060000004
2008-12-01,RR,16.17007355
2008-12-01,RS,1720.163415
2008-12-01,SC,942.68464432
2008-12-01,SE,73.20351939
2008-12-01,SP,18192.54540298
2008-12-01,TO,38.25405181
2009-01-01,AC,19.91882983
2009-01-01,AL,78.34922062999999
2009-01-01,AM,536.56392337
2009-01-01,AP,23.14034209
2009-01-01,BA,818.65987536
2009-01-01,CE,443.05165322000005
2009-01-01,DF,3274.7112973099997
2009-01-01,ES,972.41306724
2009-01-01,GO,431.62638792
2009-01-01,MA,154.15619134
2009-01-01,MG,2295.0682437399996
2009-01-01,MS,134.58445684999998
2009-01-01,MT,197.25697241
2009-01-01,PA,280.80102825
2009-01-01,PB,117.83902067
2009-01-01,PE,696.89578897
2009-01-01,PI,79.99282181000001
2009-01-01,PR,2027.2639021199998
2009-01-01,RJ,7699.9443699700005
2009-01-01,RN,128.66703959
2009-01-01,RO,58.42528981
2009-01-01,RR,17.60845626
2009-01-01,RS,2053.0496289400003
2009-01-01,SC,1204.64294035
2009-01-01,SE,94.27512967
2009-01-01,SP,19993.011893720002
2009-01-01,TO,51.60416532
2009-02-01,AC,12.25210841
2009-02-01,AL,60.92321853
2009-02-01,AM,369.12969169999997
2009-02-01,AP,15.64967294
2009-02-01,BA,832.08550242
2009-02-01,CE,321.56875091
2009-02-01,DF,2827.46232694
2009-02-01,ES,586.50240788
2009-02-01,GO,325.32508766
2009-02-01,MA,130.84493979
2009-02-01,MG,1486.10150037
2009-02-01,MS,92.8936982
2009-02-01,MT,126.4891987
2009-02-01,PA,153.88008146
2009-02-01,PB,99.50462198999999
2009-02-01,PE,467.75752654
2009-02-01,PI,54.71668498
2009-02-01,PR,1351.67971327
2009-02-01,RJ,4888.853639270001
2009-02-01,RN,97.57978526000001
2009-02-01,RO,41.13857779
2009-02-01,RR,11.28659007
2009-02-01,RS,1331.56013118
2009-02-01,SC,826.60823618
2009-02-01,SE,68.84644206
2009-02-01,SP,13299.9920082
2009-02-01,TO,26.74237029
2009-03-01,AC,16.99114218
2009-03-01,AL,67.04310053
2009-03-01,AM,589.0938044400001
2009-03-01,AP,16.794016329999998
2009-03-01,BA,787.0854370599999
2009-03-01,CE,394.02681558999996
2009-03-01,DF,3478.8236452999995
2009-03-01,ES,765.6052286900001
2009-03-01,GO,402.15622103
2009-03-01,MA,121.05156982
2009-03-01,MG,2374.78948946
2009-03-01,MS,148.38067905000003
2009-03-01,MT,134.59997776
2009-03-01,PA,184.41610594
2009-03-01,PB,96.86602624
2009-03-01,PE,503.57393518000003
2009-03-01,PI,56.85293964
2009-03-01,PR,1485.49024302
2009-03-01,RJ,5085.693116140001
2009-03-01,RN,92.81444821
2009-03-01,RO,48.73605245
2009-03-01,RR,13.30514294
2009-03-01,RS,1451.56904126
2009-03-01,SC,1219.1858265899998
2009-03-01,SE,63.31977437
2009-03-01,SP,17198.30516331
2009-03-01,TO,39.135689649999996
2009-04-01,AC,23.2012983
2009-04-01,AL,96.89520276
2009-04-01,AM,509.1525601
2009-04-01,AP,19.57800236
2009-04-01,BA,765.3579253500001
2009-04-01,CE,434.78137286000003
2009-04-01,DF,3473.21317215
2009-04-01,ES,753.8716369199999
2009-04-01,GO,473.53470688
2009-04-01,MA,173.24287955
2009-04-01,MG,2331.4229193
2009-04-01,MS,149.13541446000002
2009-04-01,MT,172.54880563999998
2009-04-01,PA,209.21656549000002
2009-04-01,PB,135.95726996000002
2009-04-01,PE,617.7048918200001
2009-04-01,PI,83.13898792
2009-04-01,PR,1782.57007954
2009-04-01,RJ,6951.72869774
2009-04-01,RN,136.38379943
2009-04-01,RO,66.68086828999999
2009-04-01,RR,21.89392369
2009-04-01,RS,2041.0557988
2009-04-01,SC,1147.3480993
2009-04-01,SE,92.37169704
2009-04-01,SP,17185.15241951
2009-04-01,TO,41.0183605
2009-05-01,AC,17.916125079999997
2009-05-01,AL,74.94365731
2009-05-01,AM,429.09925674
2009-05-01,AP,15.48358531
2009-05-01,BA,636.58258773
2009-05-01,CE,331.209381
2009-05-01,DF,3724.54689288
2009-05-01,ES,570.49651549
2009-05-01,GO,374.31882899
2009-05-01,MA,114.77333692
2009-05-01,MG,1684.74454523
2009-05-01,MS,103.83059701
2009-05-01,MT,131.15730779999998
2009-05-01,PA,178.95236668
2009-05-01,PB,96.55182004
2009-05-01,PE,495.21145203
2009-05-01,PI,56.710671299999994
2009-05-01,PR,1543.42184104
2009-05-01,RJ,6330.41160149
2009-05-01,RN,127.17090755000001
2009-05-01,RO,54.19886968
2009-05-01,RR,15.26308948
2009-05-01,RS,1445.13018156
2009-05-01,SC,903.41451311
2009-05-01,SE,81.36057590000011
2009-05-01,SP,13551.801756370001
2009-05-01,TO,34.704264259999995
2009-06-01,AC,16.63212729
2009-06-01,AL,64.94206739
2009-06-01,AM,431.29535976
2009-06-01,AP,17.22247041
2009-06-01,BA,686.91627965
2009-06-01,CE,322.86564426999996
2009-06-01,DF,3819.01735616
2009-06-01,ES,510.12052691
2009-06-01,GO,383.11694585000004
2009-06-01,MA,157.06815891999997
2009-06-01,MG,1892.69434292
2009-06-01,MS,95.12721073
2009-06-01,MT,132.60640509
2009-06-01,PA,177.53749962
2009-06-01,PB,89.99204657
2009-06-01,PE,494.52480972
2009-06-01,PI,56.51083746
2009-06-01,PR,1601.76636516
2009-06-01,RJ,8084.37811021
2009-06-01,RN,98.93273426
2009-06-01,RO,51.52468675
2009-06-01,RR,15.267492220000001
2009-06-01,RS,1624.2546813499998
2009-06-01,SC,956.79708453
2009-06-01,SE,70.59290873
